Model,Trial,Top1_Accuracy,Top5_Accuracy,Time_Per_Image,Precision,Recall,F1,ROC_AUC,CPU Power Usage (W),GPU Power Usage (W)
resnet18,27,0.8143389042859942,0.9180873995688811,0.0015234984181128244,0.8164786608441051,0.8143389042859942,0.8142650642138477,0.9935131108111761,2.032500000000001,11.565485714285717
resnet18,28,0.8199658464208729,0.9185353153607122,0.0015175304648850894,0.822378155124357,0.8199658464208729,0.8200454803007026,0.9933750793805468,2.0628571428571427,12.943364285714292
resnet18,29,0.8171103832479494,0.9173035469331766,0.0014873709050849686,0.8189445426271567,0.8171103832479494,0.8170856728059324,0.9936102078624223,1.8699999999999997,11.971964285714296
resnet18,30,0.8163265306122449,0.91915119957448,0.0014973076689847689,0.8184552505969662,0.8163265306122449,0.816342646339004,0.9937797462037766,1.7685714285714278,12.24251428571429
efficientnet_b0,1,0.520366171159822,0.8353069622910892,0.0018959079917142446,0.5154836710971634,0.520366171159822,0.5126795494198739,0.9859387236906921,4.5182142857142855,5.16139285714286
efficientnet_b0,2,0.616220150611685,0.8945718204977464,0.0019119163833130769,0.611587677418108,0.616220150611685,0.6089540760655907,0.9920726041518875,5.6896428571428554,4.811507142857145
efficientnet_b0,3,0.618599703255788,0.8943478626018309,0.0018863174390100037,0.6147539719508446,0.618599703255788,0.6110584405511467,0.9921187679920666,7.143571428571432,6.931725000000001
efficientnet_b0,4,0.6178718400940623,0.8923322415385907,0.0018558368374234047,0.6145990876444006,0.6178718400940623,0.6106773196445205,0.9921734955139946,6.392857142857139,6.134757142857144
efficientnet_b0,5,0.6204193611601019,0.8939279415469892,0.0018784958465726533,0.6160285622753194,0.6204193611601019,0.6131106829913359,0.9920662490163378,5.791785714285715,5.36009642857143
efficientnet_b0,6,0.6129447663839198,0.8925841941714957,0.0019093601631759807,0.6089945667111428,0.6129447663839198,0.6052614715771046,0.9919741621549049,5.92642857142857,6.10792857142857
efficientnet_b0,7,0.6193275664175135,0.8935080204921475,0.001914721187240102,0.6166260532985838,0.6193275664175135,0.6118743201681254,0.9920373775937198,6.239642857142855,5.82450357142857
